color,card_number,series,rarity,type,jp_name,cn_name,cost,power,race,note,text_full,image_url,detail_url
绿,P50-024,,PR,,爆萌の千年姫 紅姫,爆萌之千年姬 红姬,3,4500,蓬莱,,【常】 超限驱动（ 【有效】 方阵 【诱发条件】 这张卡是通过点燃登场的场合，或是从生命区通过正规使用登场的场合，这张卡的原本力量值变为15000。） 【起】 【有效】 《自己回合1次》 方阵 【费用】 《无0》 【效果】 处理1次以下的效果。这张卡是在这个回合中通过点燃登场的场合，再处理1次。“你可以将你的卡组最上方的1张卡以休眠状态放置到资源区，放置了的话，选择你的资源区中的1张Z/X，将其返回手牌。”,http://zximg-cdn.yimieji.com/card/P50/P50-024.png,https://zxcard.yimieji.com/Cards/P50/P50-024/PR
红,P50-025,,PR,,黒崎神門,黑崎神门,-,-,-,,-,http://zximg-cdn.yimieji.com/card/P50/P50-025.png,https://zxcard.yimieji.com/Cards/P50/P50-025/PR
蓝,P50-026,,PR,,各務原あづみ,各务原安昙,-,-,-,,-,http://zximg-cdn.yimieji.com/card/P50/P50-026.png,https://zxcard.yimieji.com/Cards/P50/P50-026/PR
白,P50-027,,PR,玩家,天王寺飛鳥,天王寺飞鸟,-,-,-,,-,http://zximg-cdn.yimieji.com/card/P50/P50-027.png,https://zxcard.yimieji.com/Cards/P50/P50-027/PR
黑,P50-028,,PR,玩家,上柚木綾瀬,上柚木绫濑,-,-,-,,-,http://zximg-cdn.yimieji.com/card/P50/P50-028.png,https://zxcard.yimieji.com/Cards/P50/P50-028/PR
绿,P50-029,,PR,玩家,青葉千歳,青叶千岁,-,-,-,,-,http://zximg-cdn.yimieji.com/card/P50/P50-029.png,https://zxcard.yimieji.com/Cards/P50/P50-029/PR
红,P50-030,,PR,Z/X,異龍∮流転,异龙∮流转,5,6000,龙少女,,【❀】 多色卡（将这张卡放置到资源区之际，这张卡具备的颜色中的任何1种在你的资源区中不存在的话，如无特殊说明，这张卡以休眠状态放置。） 【起】 【有效】 《自己回合》 手牌 【费用】 《红1》 《白1》 将你的废弃区中的3张卡和你的充能区中的1张卡除外。 【效果】 将这张卡以重启状态登场到没有Z/X的通常方阵上。 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你的资源区中的卡有5张以上的场合，公开你的卡组最上方的3张卡，选择其中最多1张种族名含有 [龙] 的Z/X，将其加入手牌，将余下的卡放置到废弃区。加入的Z/X的原本费用在3以下的场合，你可以将那张卡以重启状态登场到没有Z/X的通常方阵上。,http://zximg-cdn.yimieji.com/card/P50/P50-030.png,https://zxcard.yimieji.com/Cards/P50/P50-030/PR
蓝,P50-031,,PR,Z/X,有給休暇 グロリア,带薪休假 葛萝莉娅,6,6000,魔人,,【起】 【玩家】 《葛萝莉娅》 【有效】 《自己回合》 手牌和废弃区 【费用】 将这张卡放置到卡组最下方。 【效果】 选择通常方阵上的1张对手的费用在方阵上的你的链结的张数×2以下的Z/X，将其返回手牌。方阵上的你的链结有3张以上的场合，抽最多1张卡。直到回合结束时为止，你不能再次使用 《同名》 卡的这个能力。,http://zximg-cdn.yimieji.com/card/P50/P50-031.png,https://zxcard.yimieji.com/Cards/P50/P50-031/PR
绿,P50-032,,PR,Z/X EX,華影 命樹に霊鳥 師走,华影 命桐灵鸟 师走,6,6000,蓬莱,,凭依条件：1张卡名含有 「华影」 的Z/X（将这张卡正规使用之际，选择方阵上的1张你的重启状态的卡名含有 「华影」 的Z/X。选择了的话，这张卡的费用减少等同于那张Z/X的费用合计的数值。但是，不会变为0以下。将全部被选择的Z/X以正面表示放置到这张卡下方作为原力素材。） 【常】 【有效】 方阵 【效果】 你的资源区中的卡名含有 「华影」 的卡有7张以上的场合，这张卡的力量+6000。 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 选择你的手牌中的最多2张卡名含有 「华影」 的卡，以重启状态放置到资源区。放置的卡每有1张，选择你的资源区中的1张卡名含有 「华影」 的卡，将其返回手牌。,http://zximg-cdn.yimieji.com/card/P50/P50-032.png,https://zxcard.yimieji.com/Cards/P50/P50-032/PR
绿,P50-033,,PR,Z/X,進行形の黒歴史カンナ,黑历史进行时 美人蕉,25,10500,叶人,,【常】 【有效】 手牌 【效果】 这张卡的费用减少 《同名》 以外的方阵上的对手的全部Z/X的费用的合计值。但是，费用不会变为0以下。 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 选择通常方阵上的最多2张Z/X，以休眠状态放置到资源区。这张卡是通过正规使用登场的场合，观看你的卡组，选择其中1张卡，以休眠状态放置到资源区，将余下的卡返回原处，然后切洗卡组。,http://zximg-cdn.yimieji.com/card/P50/P50-033.png,https://zxcard.yimieji.com/Cards/P50/P50-033/PR
红,P50-034,,PR,Z/X,炎渦の召誓者 イース,炎涡之召誓者 伊斯,6,6000,伊斯,,【❀】 多色卡（将这张卡放置到资源区之际，这张卡具备的颜色中的任何1种在你的资源区中不存在的话，如无特殊说明，这张卡以休眠状态放置。） 【自】 异色超越（ 【玩家】 《伊斯》 【有效】 方阵 【诱发条件】 抽卡阶段开始时。 【效果】 你可以将这张卡放置到废弃区。放置了的话，选择你的废弃区中的 《同名》 以外的1张具备“ 【自】 异色超越”能力的 [伊斯] ，以重启状态登场到这张卡曾在的没有Z/X的方阵上。） 【自】 【玩家】 《伊斯》 【有效】 方阵 【诱发条件】 这张卡或你的 [伊斯] 登场。 【效果】 给予通常方阵上全部对手的Z/X 2000点伤害。 【起】 【玩家】 《伊斯》 【有效】 《自己回合》 方阵 【费用】 《休眠》 【效果】 你可以选择你的手牌中的最多1张具备“ 【自】 异色超越”能力的 [伊斯] ，以重启状态登场到没有Z/X的通常方阵上。登场了的话，回合结束时，将那张Z/X放置到废弃区，直到回合结束时为止，你不能再次使用 《同名》 卡的这个能力。,http://zximg-cdn.yimieji.com/card/P50/P50-034.png,https://zxcard.yimieji.com/Cards/P50/P50-034/PR
白,P50-035,,PR,,エボルスター 混成合一ミストレア,演化星 混成合一 米斯特雷亚,10,12000,圣兽/捕食者,,【❀】 多色卡（将这张卡放置到资源区之际，这张卡具备的颜色中的任何1种在你的资源区中不存在的话，如无特殊说明，这张卡以休眠状态放置。） 【自】 觉醒之种 【效果】 你可以选择你的手牌中的2张卡，放置到废弃区。放置了的2张的话，选择你的废弃区中的1张卡名含有 「演化星」 的卡，将其返回手牌。 【自】 【有效】 方阵 【诱发条件】 这张卡通过正规使用登场。 【效果】 你可以选择你的手牌中的2张卡，放置到废弃区。放置了的2张的话，选择你的废弃区中的1张卡名含有 「演化星」 的卡，将其返回手牌。,http://zximg-cdn.yimieji.com/card/P50/P50-035.png,https://zxcard.yimieji.com/Cards/P50/P50-035/PR
白,P50-036,,PR,事件,可愛い天使のお願い聞いて？,听听可爱的天使的请求吧？,2,-,-,,【★】 【效果】 选择对手的充能区中的1张卡，放置到卡组最下方。 【★】 【效果】 公开你的卡组最上方的3张卡，选择其中最多1张 [天使] ，放置到充能区，将余下的卡按你喜欢的顺序放置到卡组最下方。 【★】 【有效】 《自己回合》 【效果】 你的资源区中的卡有5张以上的场合，你可以选择你的手牌中的1张卡，放置到废弃区。放置了的话，选择你的充能区中的1张通过这张卡的能力放置到充能区的Z/X，以重启状态登场到没有Z/X的◎所示方阵上。,http://zximg-cdn.yimieji.com/card/P50/P50-036.png,https://zxcard.yimieji.com/Cards/P50/P50-036/PR
绿,P50-037,,PR,Z/X,エレガントタイム ヘリカルフォート,优雅时间 螺旋要塞,4,6000,齿轮龙,,【自】 【玩家】 《汤日》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 从以下的效果中选择1项，并处理。“选择你的手牌中的1张卡，以休眠状态放置到资源区。放置的卡是 [齿轮龙] 的场合，抽最多1张卡。”“选择你的废弃区中的最多2张Z/X返回卡组。返回了1张以上的话，切洗卡组。”,http://zximg-cdn.yimieji.com/card/P50/P50-037.png,https://zxcard.yimieji.com/Cards/P50/P50-037/PR
绿,P50-038,,PR,事件,世界を超えた約束 千歳,超越世界的约定 千岁,2,-,-,,这张卡的卡名也当作 「超越世界的约定 由仁」 来使用。 【★】 【效果】 选择你的手牌中的1张卡，放置到废弃区。放置了的话，选择你的神域区中的最多1张费用在你的资源区中的卡的张数以下的 绿色 的 [惩戒者] ，以重启状态登场到没有Z/X的◎所示方阵上。 【★】 【效果】 选择方阵上的1张你的Z/X，直到回合结束时为止，力量+3000。,http://zximg-cdn.yimieji.com/card/P50/P50-038.png,https://zxcard.yimieji.com/Cards/P50/P50-038/PR
红,P50-040,,PR,Z/X EX,≪beyond cuteness heart≫,《超越可爱之心》,6,12000,化身,,降临条件： 1张 红色 Z/X和1张 白色 Z/X和1张 黑色 Z/X 【常】 【有效】 方阵 【效果】 方阵上全部对手的Z/X的力量-3000。 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的充能区中的1张卡，放置到废弃区。放置了的话，给予通常方阵上全部对手的Z/X 5000点伤害。 【自】 【有效】 《自己回合》 方阵 【诱发条件】 这张卡登场或对手的Z/X被你的卡破坏。 【效果】 对手选择他自己的手牌中的1张卡，放置到废弃区。,http://zximg-cdn.yimieji.com/card/P50/P50-040.png,https://zxcard.yimieji.com/Cards/P50/P50-040/PR
绿,P50-041,,PR,剑临,【奸雄招来】和修吉,【奸雄招来】 和修吉,-,-,超限剑临,,剑临条件： 支付 《绿2》 剑临器： 力量在11000以上的 绿色 Z/X 【自】 【有效】 方阵 【诱发条件】 这张卡剑临。 【效果】 这张卡的力量在15000以上的场合，选择你的资源区中的2张卡，将其重启。 【自】 【有效】 方阵 【诱发条件】 这张卡通过攻击将对手的Z/X破坏。 【效果】 将你的卡组最上方的2张卡以休眠状态放置到资源区，选择你的资源区中的最多1张 绿色 Z/X，将其返回手牌。,http://zximg-cdn.yimieji.com/card/P50/P50-041.png,https://zxcard.yimieji.com/Cards/P50/P50-041/PR
无,P50-042,,PR,Z/X EX,ドラゴン†はろうぃんパニック†,龙†万圣恐慌†,4,4500,惩戒者,,【自】 【有效】 《神域区|正面表示》 【诱发条件】 对手的Z/X从神域区登场。 【效果】 这个回合中你的 《同名》 卡没有登场过的场合，将这张卡以休眠状态登场到没有Z/X的通常方阵上。 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 对手可以选择他自己的手牌中的1张5费以上的卡公开，放置到卡组最下方。放置了的话，你抽最多1张卡。没有放置的话，你抽最多1张卡，选择通常方阵上的最多1张对手的Z/X，将其破坏。,http://zximg-cdn.yimieji.com/card/P50/P50-042.png,https://zxcard.yimieji.com/Cards/P50/P50-042/PR
无,P50-043,,PR,剑临,Code reunion,Code reunion,-,-,超限剑临/Reunion,,剑临条件： 【Ｙ】 Z/X OB Lv1 剑临器： 卡名含有 「舞装」 的 [超限助燃] 【自】 【有效】 方阵 【诱发条件】 这张卡剑临。 【效果】 从以下的效果中选择2项，并按你喜欢的顺序处理。“选择手牌或废弃区中的最多1张你的 [Reunion] ，以重启状态登场到没有Z/X的通常方阵上。”“将通常方阵上全部对手的力量在5000以下的Z/X返回手牌。”“选择通常方阵上的1张对手的Z/X，将其除外。”“将你的卡组最上方的1张卡以重启状态放置到资源区。”,http://zximg-cdn.yimieji.com/card/P50/P50-043.png,https://zxcard.yimieji.com/Cards/P50/P50-043/PR
无,P50-048,,PR,升格,祝え！ ヴィヴァーチェ,庆贺！ 薇瓦切,3,-,-,,护盾：1 【常】 【有效】 生命区 【效果】 这张卡获得点燃标记。 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 抽卡1张，将你的卡组最上方的1张卡放置到充能区。,http://zximg-cdn.yimieji.com/card/P50/P50-048.png,https://zxcard.yimieji.com/Cards/P50/P50-048/PR
-,P50-049,,PR,标记,（オーバードライブマーカー）,超限驱动标记,-,15000,-,,【效果】 这张卡的原本力量值变为15000。,http://zximg-cdn.yimieji.com/card/P50/P50-049.png,https://zxcard.yimieji.com/Cards/P50/P50-049/PR
-,P50-050,,PR,标记,（PLEX+2000マーカー）,玩家EX+2000标记,-,2000,-,,【效果】 直到对手的下一个回合的回合结束时为止，力量+2000。,http://zximg-cdn.yimieji.com/card/P50/P50-050.png,https://zxcard.yimieji.com/Cards/P50/P50-050/PR
-,P50-051,,PR,标记,（PLEX絶界マーカー）,玩家EX绝界标记,-,-,-,,【效果】 直到对手的下一个回合的回合结束时为止，获得以下的能力。“ 【常】 绝界 （ 【有效】 方阵 【效果】 任何人都不能将这张卡选择为卡的效果的对象。）”,http://zximg-cdn.yimieji.com/card/P50/P50-051.png,https://zxcard.yimieji.com/Cards/P50/P50-051/PR
-,P50-052,,PR,标记,（シールドマーカー）,护盾标记,-,-,-,,-,http://zximg-cdn.yimieji.com/card/P50/P50-052.png,https://zxcard.yimieji.com/Cards/P50/P50-052/PR
白,P50-053,,PR,Z/X,清白§結魂 イノセントスター,清白§结魂 无瑕之星,4,6000,神使龙,,【起】 强袭（ 【有效】 手牌 【费用】 《无0》 【效果】 这个回合中你或对手受到过伤害的场合，将这张卡以休眠状态登场到没有Z/X的通常方阵上。直到回合结束时为止，你不能再次使用“ 【起】 强袭”能力。） 【自】 【玩家】 《新野》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 从以下的效果中选择1项，并处理。“将最多1张 「清白§结望 新野」 链结放置到方阵上。”“这是在你的回合中的场合，方阵上存在你的 「清白§结望 新野」 链结的话，处理2次以下的效果。‘选择通常方阵上的1张对手的Z/X，直到回合结束时为止，力量-8000。’”,http://zximg-cdn.yimieji.com/card/P50/P50-053.png,https://zxcard.yimieji.com/Cards/P50/P50-053/PR
-,P50-054,,PR,链结,双鏡§結望 スイ,双镜§结望 斯伊,-,-,-,,【常】 【有效】 方阵 【效果】 全部你的 「双镜§结魂 伊斯」 获得点燃标记。 【自】 【有效】 方阵 【诱发条件】 你的 [伊斯] 登场到这张链结所在的方阵上。 【效果】 你可以将你的废弃区中的最多2张卡名不同的 [伊斯] 以正面表示放置到登场的Z/X下方作为原力素材。放置了1张以上的话，直到回合结束时为止，你不能再次使用这个能力。 【自】 【有效】 方阵 【诱发条件】 这张链结以外的你的链结被放置到方阵上。 【效果】 将这张链结消灭。,http://zximg-cdn.yimieji.com/card/P50/P50-054.png,https://zxcard.yimieji.com/Cards/P50/P50-054/PR
无,P50-055,,PR,Z/X,双鏡§結魂 イース,双镜§结魂 伊斯,4,6000,伊斯,,【起】 强袭（ 【有效】 手牌 【费用】 《无0》 【效果】 这个回合中你或对手受到过伤害的场合，将这张卡以休眠状态登场到没有Z/X的通常方阵上。直到回合结束时为止，你不能再次使用“ 【起】 强袭”能力。） 【自】 【玩家】 《伊斯》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 从以下的效果中选择1项，并处理。“将最多1张 「双镜§结望 伊斯」 链结放置到方阵上。”“这是在你的回合中的场合，方阵上存在你的 「双镜§结望 伊斯」 链结的话，选择你的废弃区中的1张3费以下的 [伊斯] ，以重启状态登场到没有Z/X的◎所示方阵上。”,http://zximg-cdn.yimieji.com/card/P50/P50-055.png,https://zxcard.yimieji.com/Cards/P50/P50-055/PR
蓝,P50-056,,PR,剑临,【剣誓『恋人』】あづみ,【剑誓『恋人』】 安昙,-,-,超限剑临,,剑临条件： 你的资源区中的卡有5张以上 剑临器： 5费以上的卡名含有 「莉洁尔」 的 [战斗服] 【自】 【玩家】 《安昙》 【有效】 方阵 【诱发条件】 这张卡剑临。 【效果】 从以下的效果中选择1项，并处理。“选择通常方阵上的1张对手的4费以下的Z/X，将其返回手牌”“直到回合结束时为止，这张卡获得以下能力。‘ 【常】 射程 2’”,http://zximg-cdn.yimieji.com/card/P50/P50-056.png,https://zxcard.yimieji.com/Cards/P50/P50-056/PR
红,P50-057,,PR,,疲れたらひと休み 美甘,疲惫了的话小憩一下 美甘,3,4500,星辰,,【特】 生命恢复 【自】 【玩家】 《美甘》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 观看你的卡组最上方的最多2张卡，选择其中最多1张卡，将其加入手牌，将余下的卡除外。 【起】 【玩家】 《美甘》 【有效】 《自己回合》 方阵 【费用】 将方阵上的1张你的Z/X返回手牌。 【效果】 选择你的除外区中的1张卡名含有 「美卡摩」 的升格，不支付费用并正规使用。直到回合结束时为止，你不能再次使用 《同名》 卡的这个能力。这个能力只能在你的资源区中的卡有5张以上的场合才能使用。,http://zximg-cdn.yimieji.com/card/P50/P50-057.png,https://zxcard.yimieji.com/Cards/P50/P50-057/PR
红,P50-059,,PR,Z/X EX,破砕§継承 倉敷世羅,破碎§继承 仓敷世罗,6,6000,惩戒者,,这张卡不能正规使用。 【起】 【玩家】 《世罗》 【有效】 《自己回合1次》 方阵 【费用】 《休眠》 【效果】 选择你的手牌中的最多1张卡名含有 「奥利哈钢暴龙」 的Z/X，以重启状态登场到没有Z/X的通常方阵上。回合结束时，将那张Z/X放置到废弃区，抽最多1张卡。,http://zximg-cdn.yimieji.com/card/P50/P50-059.png,https://zxcard.yimieji.com/Cards/P50/P50-059/PR
黑,P50-060,,PR,Z/X EX,鳳雛§継承 黒崎春日,凤雏§继承 黑崎春日,5,6000,惩戒者,,这张卡不能正规使用。 【常】 【玩家】 《春日》 【有效】 方阵 【效果】 方阵上全部你的 [不死者] 的力量+2000。 【起】 【玩家】 《春日》 【有效】 《自己回合1次》 方阵 【费用】 《无0》 【效果】 将你的卡组最上方的最多2张卡放置到废弃区。你的废弃区中的卡有13张以上的场合，选择这张卡以外的通常方阵上的最多1张Z/X，将其破坏。,http://zximg-cdn.yimieji.com/card/P50/P50-060.png,https://zxcard.yimieji.com/Cards/P50/P50-060/PR
蓝,P50-061,,PR,Z/X,螺旋竜ヘリカルフォート,螺旋龙 螺旋要塞,5,7500,齿轮龙,,【常】 【玩家】 《汤日》 【有效】 方阵 【效果】 你的手牌中的卡有4张以上的场合，你可以不支付费用使用这张卡原本具备的 【起】 能力。 【起】 【玩家】 《汤日》 【有效】 《每回合1次》 方阵 【费用】 《蓝1》 【效果】 抽卡1张。在你的回合中的场合，进行1次点燃。,http://zximg-cdn.yimieji.com/card/P50/P50-061.png,https://zxcard.yimieji.com/Cards/P50/P50-061/PR
无,P50-062,,PR,Z/X,迷睡∬惑魂 リルフィ,迷睡∬惑魂 莉尔菲,4,6000,真龙,,【起】 强袭（ 【有效】 手牌 【费用】 《无0》 【效果】 这个回合中你或对手受到过伤害的场合，将这张卡以休眠状态登场到没有Z/X的通常方阵上。直到回合结束时为止，你不能再次使用“ 【起】 强袭”能力。） 【自】 【玩家】 《莉尔菲》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 从以下的效果中选择1项，并处理。“将最多1张 「迷睡∬惑望 莉尔菲」 链结放置到方阵上。”“这是在你的回合中的场合，方阵上存在你的 「迷睡∬惑望 莉尔菲」 链结的话，选择你的废弃区中的最多2张具备“Z/X延伸驱动！”能力的Z/X，将其返回手牌。返回了2张的话，选择你的手牌中的1张卡，放置到废弃区。”,http://zximg-cdn.yimieji.com/card/P50/P50-062.png,https://zxcard.yimieji.com/Cards/P50/P50-062/PR
白,P50-063,,PR,事件,エボルスターラヴ,演化星之爱,1,-,-,,【❀】 多色卡（将这张卡放置到资源区之际，这张卡具备的颜色中的任何1种在你的资源区中不存在的话，如无特殊说明，这张卡以休眠状态放置。） 【★】 【有效】 《自己回合》 【效果】 你的资源区中的卡有5张以上的场合，选择方阵上的1张你的卡名含有 「演化星」 的Z/X，放置到废弃区。放置了的话，观看你的卡组，选择其中最多1张费用比放置到废弃区的Z/X的费用高1的卡名含有 「演化星」 的Z/X，将余下的卡返回原处，将这张卡返回卡组，然后切洗卡组，将选择的Z/X不支付费用并正规使用。 【起】 【有效】 《自己回合》 废弃区 【费用】 《白黑1》 将这张卡放置到卡组最下方。 【效果】 你的资源区中的卡有5张以上的场合，选择你的废弃区中的1张3费以下的卡名含有 「演化星」 的Z/X，不支付费用并正规使用。直到回合结束时为止，你不能再次使用 《同名》 卡的这个能力。,http://zximg-cdn.yimieji.com/card/P50/P50-063.png,https://zxcard.yimieji.com/Cards/P50/P50-063/PR
黑,P50-064,,PR,Z/X,渚の幻姿 エウレカ,海边的幻姿 优莱卡,10,9000,不死者/Reunion,,【常】 【有效】 手牌和废弃区 【效果】 方阵上的对手的Z/X每有1张，这张卡的费用减2。但是，不会变为0以下。 【自】 【有效】 方阵 【诱发条件】 这张卡通过正规使用登场。 【效果】 选择 《同名》 以外的你的废弃区中的最多1张Z/X，将其返回手牌。 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 选择通常方阵上的最多1张对手的Z/X，将其破坏。你的废弃区中的卡有10张以上的场合，选择通常方阵上的最多1张对手的5费以下的Z/X，将其破坏。,http://zximg-cdn.yimieji.com/card/P50/P50-064.png,https://zxcard.yimieji.com/Cards/P50/P50-064/PR
无,P50-069,,PR,Z/X EX,迷睡∬揺蕩 リルフィ,迷睡∬摇荡 莉尔菲,5,7500,惩戒者,,这张卡不能正规使用。 【起】 【玩家】 《莉尔菲》 【有效】 《自己回合1次》 方阵 【诱发条件】 《无2》 【效果】 选择你的手牌中的最多1张卡名含有 「莉尔菲」 的Z/X，以重启状态登场到没有Z/X的通常方阵上。回合结束时，将那张Z/X返回手牌。 【☆】 Z/X延伸驱动！（你在1次游戏中只能使用1次“Z/X延伸驱动！”。） 【起】 【玩家】 《莉尔菲》 【有效】 《自己回合》 方阵 【费用】 《无1》 【效果】 观看你的卡组，选择其中最多1张具备“Z/X延伸驱动！”能力的Z/X，以重启状态登场到没有Z/X的通常方阵上，将余下的卡返回原处，然后切洗卡组。,http://zximg-cdn.yimieji.com/card/P50/P50-069.png,https://zxcard.yimieji.com/Cards/P50/P50-069/PR
无,P50-070,,PR,Z/X EX,L.Y.R.P.H.,L.Y.R.P.H.,15,11000,世界化身/真龙,,凭依条件：具备同一颜色的3张Z/X或3张 无色 Z/X（将这张卡正规使用之际，选择方阵上的3张你的重启状态的具备同一颜色的Z/X，或3张你的重启状态的 无色 Z/X。选择了的话，这张卡的费用减少等同于那些Z/X的费用合计的数值。但是，不会变为0以下。将全部被选择的Z/X以正面表示放置到这张卡下方作为原力素材。） 【常】 【有效】 所有领域 【效果】 构筑你的神域区之际， 《同名》 卡和 「邪神龙“破灭意志” 莉尔菲」 合计只能在神域区里加入最多1张。 【☆】 Z/X延伸驱动！（你在1次游戏中只能使用1次“Z/X延伸驱动！”。） 【自】 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 选择这张卡以外的玩家方阵上的任意张Z/X或升格，将其破坏。破坏的卡的费用合计在15以上的场合，给予对手1点伤害。,http://zximg-cdn.yimieji.com/card/P50/P50-070.png,https://zxcard.yimieji.com/Cards/P50/P50-070/PR
无,P50-071,,PR,Z/X EX,邪神竜“破滅意思” リルフィ,邪神龙“破灭意志” 莉尔菲,15,11000,世界化身/真龙,,凭依条件：具备的颜色合计有3种以上的3张Z/X（将这张卡正规使用之际，以具备的颜色合计有3种以上地，选择方阵上的3张你的重启状态的Z/X。选择了的话，这张卡的费用减少等同于那些Z/X的费用合计的数值。但是，不会变为0以下。将全部被选择的Z/X以正面表示放置到这张卡下方作为原力素材。） 【常】 【有效】 所有领域 【效果】 构筑你的神域区之际， 《同名》 卡和 「L.Y.R.P.H.」 合计只能在神域区里加入最多1张。 【起】 【有效】 方阵 【费用】 将你的手牌或废弃区中的1张具备“Z/X延伸驱动！”能力的Z/X除外。 【效果】 选择被除外的Z/X原本具备的1个“Z/X延伸驱动！”能力，处理那个能力的效果。直到游戏结束时为止，你不能再次使用这个能力。,http://zximg-cdn.yimieji.com/card/P50/P50-071.png,https://zxcard.yimieji.com/Cards/P50/P50-071/PR
红,P50-072,,PR,,もちももコスモ 美甘,饼桃宇宙 美甘,2,3000,星辰,,【特】 虚空使者 【自】 【玩家】 《美甘》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择方阵上的1张你的Z/X或你的升格，将其除外。除外了的话，从以下效果中选择1项，并处理。“选择通常方阵上的1张对手的Z/X，给予6000点伤害。”“选择你的除外区中的1张卡名含有 「美甘」 或 「美卡摩」 的卡，将其返回手牌。”,http://zximg-cdn.yimieji.com/card/P50/P50-072.png,https://zxcard.yimieji.com/Cards/P50/P50-072/PR
无,PR01-001,,PR,,カオスコネクト,混沌链接,1,-,-,,【★】 【效果】 公开你的卡组最上方的10张卡，选择其中最多1张 [共奏] ，将其加入手牌，将余下的卡返回原处，然后切洗卡组。加入了的话，选择你的手牌中的1张卡，放置到卡组最下方。,http://zximg-cdn.yimieji.com/card/PR01/PR01-001.png,https://zxcard.yimieji.com/Cards/PR01/PR01-001/PR
-,PR01-003,,PR,,ライフシールド,生命护盾,-,-,-,,-,http://zximg-cdn.yimieji.com/card/PR01/PR01-003.png,https://zxcard.yimieji.com/Cards/PR01/PR01-003/PR
红,PR01-009,,PR,,水も滴る大英雄 アレキサンダー,潇洒的大英雄 亚历山大,4,6000,勇者,,【常】 【玩家】 《神门》 【有效】 手牌 【效果】 你的资源区中的卡有4张以上的场合，将这张卡正规使用之际，你可以将这张卡的费用减2。这样登场了的话，回合结束时，将这张卡除外。 【自】 【玩家】 《神门》 【有效】 方阵 【诱发条件】 这张卡登场。 【效果】 你可以选择你的手牌中的1张卡，将其除外。除外了的话，抽卡2张。 【自】 【玩家】 《神门》 【有效】 方阵 【诱发条件】 这张卡重启。 【效果】 直到回合结束时为止，这张卡不会受到对手的原本费用在3以下的卡的效果影响。,http://zximg-cdn.yimieji.com/card/PR01/PR01-009.png,https://zxcard.yimieji.com/Cards/PR01/PR01-009/PR
白,PR01-010,,PR,,雨中散歩 フォスフラム,雨中散步 弗斯弗拉姆,5,7500,圣兽,,【常】 【玩家】 《佐仓》 【有效】 手牌 【效果】 你的资源区中的卡有5张以上的场合，将这张卡正规使用之际，你可以将你的充能区中的1张卡放置到废弃区。放置了的话，这张卡的费用减3。 【起】 【玩家】 《佐仓》 【有效】 《自己回合1次》 方阵 【费用】 《无0》 【效果】 选择你的充能区中的1张4费以下的卡名含有 「弗斯弗拉姆」 的Z/X，以重启状态登场到没有Z/X的通常方阵上。登场了的话，回合结束时，将那张Z/X破坏。,http://zximg-cdn.yimieji.com/card/PR01/PR01-010.png,https://zxcard.yimieji.com/Cards/PR01/PR01-010/PR
蓝,PR01-011,,PR,,掘削機械 インパクト,掘削机械 冲撞式,4,2000,杀人机械,,【常】 【有效】 手牌 【效果】 你的资源区中的卡有4张以上的场合，将这张卡正规使用之际，你可以将你的手牌中的1张 [杀人机械] 放置到废弃区。放置了的话，这张卡的费用减2。 【自】 【有效】 方阵 【诱发条件】 这张卡通过正规使用登场。 【效果】 公开你的卡组最上方的3张卡，选择其中最多1张3费以下的 [杀人机械] ，以重启状态登场到没有Z/X的通常方阵上，将余下的卡按你喜欢的顺序放置到卡组最下方。登场了的话，回合结束时，将这张卡和那张Z/X破坏。,http://zximg-cdn.yimieji.com/card/PR01/PR01-011.png,https://zxcard.yimieji.com/Cards/PR01/PR01-011/PR
黑,PR01-012,,PR,,ビシビシ打つ チェーン,劈啪啪鞭打的链娘,5,4500,拷问刑具,,【自】 【有效】 废弃区 【诱发条件】 对手通过对手的卡的能力抽卡。 【效果】 你可以将这张卡以休眠状态登场到没有Z/X的◎所示方阵上。登场了的话，直到回合结束时为止，你不能再次使用 《同名》 卡的这个能力。 【起】 【有效】 《每回合1次》 方阵 【费用】 将你的手牌中的1张卡放置到废弃区。 【效果】 选择这张卡以外的通常方阵上的1张5费以上的Z/X，将其破坏。,http://zximg-cdn.yimieji.com/card/PR01/PR01-012.png,https://zxcard.yimieji.com/Cards/PR01/PR01-012/PR
